order_id,customer_state,order_item_count,product_count,seller_count,total_order_value,freight_value,late_probability,risk_score,risk_band,impact_score,priority_score,intervention_tier,recommended_action,is_late,candidate_id
3f6670995954b34c0398e06391f7494d,RJ,1.0,1.0,1.0,2105.57,35.57,0.5202366993523345,52.02366993523345,High,2105.57,109539.4787055295,High Priority,Prioritize fulfillment monitoring,0,24355
3fde74c28a3d5d618c00f26d51baafa0,SC,1.0,1.0,1.0,2713.36,375.28,0.5097797253075846,50.977972530758464,High,2713.36,138321.5915460588,High Priority,Prioritize fulfillment monitoring,0,24519
403b97836b0c04a622354cf531062e5f,RJ,1.0,1.0,1.0,1376.45,77.45,0.5212617262080044,52.12617262080044,High,1376.45,71749.07030390076,,Routine monitoring,0,24662
4160b6447ad70e6d73f7221dd970bbe9,SP,1.0,1.0,1.0,3076.13,76.23,0.4976961792267761,49.76961792267761,Medium,3076.13,153097.81478048628,High Priority,Prioritize fulfillment monitoring,0,25122
4198c92e06d92792e49f119f659e723e,PR,1.0,1.0,1.0,1294.26,104.26,0.4956570910804048,49.56570910804049,Medium,1294.26,64150.91467017248,High Priority,Prioritize fulfillment monitoring,0,25222
419aa3b89330662c6c903d25b3be8619,MG,1.0,1.0,1.0,2110.57,40.57,0.497955579217724,49.7955579217724,Medium,2110.57,105097.01068295518,High Priority,Prioritize fulfillment monitoring,0,25226
41b7766bb1df487d17fb9725b78ff509,RJ,1.0,1.0,1.0,3979.55,49.55,0.5202366993523345,52.02366993523345,High,3979.55,207030.79569075827,High Priority,Prioritize fulfillment monitoring,0,25263
41e12d2c0b4b336d20ccb6d37cffdb17,SC,1.0,1.0,1.0,1442.79,65.29,0.5178554154594537,51.78554154594537,High,1442.79,74715.66148707453,High Priority,Prioritize fulfillment monitoring,0,25331
421bc5d68665463cbb939db50847894d,MT,2.0,1.0,1.0,1927.38,267.38,0.5019019636780017,50.19019636780017,High,1927.38,96735.5806753707,High Priority,Prioritize fulfillment monitoring,0,25424
4256024f988c6c35dce119ea6c84e1d4,SP,1.0,1.0,1.0,1759.04,60.04,0.4933344691856482,49.333446918564825,Medium,1759.04,86779.50646763227,High Priority,Prioritize fulfillment monitoring,0,25498
426a9742b533fc6fed17d1fd6d143d7e,SP,1.0,1.0,1.0,4513.32,113.45,0.4979837857229817,49.798378572298176,Medium,4513.32,224756.01797792478,High Priority,Prioritize fulfillment monitoring,0,25530
427911f3c5b426df742d7d17cb9424bb,RJ,1.0,1.0,1.0,1759.26,60.26,0.521053156935425,52.1053156935425,High,1759.26,91666.79768702158,High Priority,Prioritize fulfillment monitoring,0,25553
439afa2b3126bff920c9e34798c5d148,RJ,1.0,1.0,1.0,1234.62,34.72,0.5212617262080044,52.12617262080044,High,1234.62,64356.01524109263,High Priority,Prioritize fulfillment monitoring,0,25990
43bdbd9dc0931d72befdf4765af6c442,PB,1.0,1.0,1.0,3406.47,317.47,0.5120357593289255,51.20357593289256,High,3406.47,174423.4453081205,High Priority,Prioritize fulfillment monitoring,0,26035
43da1954a3ab906e70d25dff8fd0a3a0,SP,2.0,1.0,1.0,1474.76,74.76,0.4942610075658286,49.42610075658286,Medium,1474.76,72891.63635177814,High Priority,Prioritize fulfillment monitoring,1,26085
4412d97cb2093633afa85f11db46316c,MA,6.0,5.0,1.0,3195.74,95.99,0.5102984056125247,51.02984056125247,High,3195.74,163078.10267521697,High Priority,Prioritize fulfillment monitoring,0,26182
4442d1fdf454197e9e141f0d83a9031e,RS,1.0,1.0,1.0,1323.79,24.79,0.503736312583574,50.3736312583574,High,1323.79,66684.10932350095,High Priority,Prioritize fulfillment monitoring,0,26274
44ecd2ebe54e3c23da26345bfcf1c919,PR,1.0,1.0,1.0,2333.97,33.98,0.494663675139853,49.4663675139853,Medium,2333.97,115453.01778661626,High Priority,Prioritize fulfillment monitoring,0,26540
457ade8093de88b42998c569334a7864,DF,1.0,1.0,1.0,2616.0,66.0,0.5003421827937372,50.03421827937372,High,2616.0,130889.51501884164,High Priority,Prioritize fulfillment monitoring,0,26768
45c797b966bf19a7e315f1b7767517e8,MG,1.0,1.0,1.0,2027.65,27.75,0.4970507330952866,49.705073309528665,Medium,2027.65,100784.4918960658,High Priority,Prioritize fulfillment monitoring,0,26882
466839bc7437c08a787345cd313ba3dd,RS,1.0,1.0,1.0,1711.63,112.63,0.5053890595577741,50.538905955777416,High,1711.63,86503.90760108731,High Priority,Prioritize fulfillment monitoring,0,27134
46bda15a7762d32270b8141ad9c27c2c,SP,1.0,1.0,1.0,1797.73,97.74,0.4959864378851237,49.59864378851237,Medium,1797.73,89164.96989792235,High Priority,Prioritize fulfillment monitoring,0,27269
46df573bb73f96f2ac4ed61858107f75,AL,1.0,1.0,1.0,1658.81,63.81,0.545904577463047,54.5904577463047,High,1658.81,90555.1972141477,High Priority,Prioritize fulfillment monitoring,0,27321
47892e2502f689c00844f192c73a4d0d,PB,1.0,1.0,1.0,1437.1,57.1,0.5128739035450722,51.28739035450722,High,1437.1,73705.10867846232,High Priority,Prioritize fulfillment monitoring,1,27567
4929d4d047361715eb1ad08b7affce93,RS,1.0,1.0,1.0,1252.81,52.86,0.5046794831983544,50.46794831983544,High,1252.81,63226.75033457304,High Priority,Prioritize fulfillment monitoring,0,28221
4a21e3eb07861993fbaae74314b0d224,RS,1.0,1.0,1.0,1472.47,82.48,0.5046794831983544,50.46794831983544,High,1472.47,74312.5398625081,High Priority,Prioritize fulfillment monitoring,0,28610
4c69bbdad86856084206eaf2d9349122,SP,1.0,1.0,1.0,1925.81,26.69,0.4976961792267761,49.76961792267761,Medium,1925.81,95846.82789167177,High Priority,Prioritize fulfillment monitoring,0,29507
4cb8dd7ed38c78241066cdaa289811ba,SP,1.0,1.0,1.0,1429.59,39.59,0.497274209363562,49.7274209363562,Medium,1429.59,71089.82369640545,High Priority,Prioritize fulfillment monitoring,0,29618
4cf7b60ee5bf3891424ddb434b261cd5,MT,1.0,1.0,1.0,1733.34,28.37,0.5075197542198576,50.75197542198576,High,1733.34,87970.42907794479,High Priority,Prioritize fulfillment monitoring,0,29725
4df2b9c2c7b6eedea39ceb96eb54ad34,DF,1.0,1.0,1.0,1839.05,150.05,0.4993013721689987,49.93013721689987,Medium,1839.05,91824.01884873971,High Priority,Prioritize fulfillment monitoring,0,30116
4e04fa1df0f5960cae555fc19b184dd9,SP,1.0,1.0,1.0,2027.26,27.36,0.4976961792267761,49.76961792267761,Medium,2027.26,100895.95562992741,High Priority,Prioritize fulfillment monitoring,0,30139
4f7ce3efe568a5e57290a9fa3e45b1f5,PI,1.0,1.0,1.0,1727.67,32.67,0.5198375163730939,51.9837516373094,High,1727.67,89810.76819123034,High Priority,Prioritize fulfillment monitoring,1,30677
4fe6e6eee2e643359d66860e9954cb84,SC,1.0,1.0,1.0,2190.4,60.4,0.5109075046151449,51.09075046151449,High,2190.4,111909.17981090135,High Priority,Prioritize fulfillment monitoring,0,30838
4ff8e28200e5a7a50b448cfaaf1f8ed3,PR,1.0,1.0,1.0,2288.31,39.31,0.4957914544474134,49.57914544474134,Medium,2288.31,113452.45431265606,High Priority,Prioritize fulfillment monitoring,0,30877
51e827dc634ca855acba1d305c4649af,PB,1.0,1.0,1.0,1265.83,66.83,0.5129317927725839,51.2931792772584,High,1265.83,64928.445124532,High Priority,Prioritize fulfillment monitoring,0,31587
52e6988a13f9dd7d567b0816dba52a03,RJ,1.0,1.0,1.0,3041.73,41.84,0.5202366993523345,52.02366993523345,High,3041.73,158241.95755209765,High Priority,Prioritize fulfillment monitoring,0,31963
53be479f3b3486d26abed234b365a359,MT,4.0,1.0,1.0,1942.6,206.6,0.5032197276626507,50.32197276626506,High,1942.6,97755.46429574651,High Priority,Prioritize fulfillment monitoring,0,32246
53c71d3953507c6239ff73917ed358c9,SC,1.0,1.0,1.0,3184.34,74.35,0.5115182366924016,51.15182366924016,High,3184.34,162884.7981829082,High Priority,Prioritize fulfillment monitoring,0,32258
53cbc02ffe278ca84b6f4920d9d3ecd5,SP,5.0,1.0,1.0,2276.1,281.1,0.4932127922286685,49.32127922286685,Medium,2276.1,112260.16363916724,High Priority,Prioritize fulfillment monitoring,1,32266
543191db0a8f28cd664d601260fb1dee,PE,1.0,1.0,1.0,1714.21,115.21,0.512791791856942,51.27917918569421,High,1714.21,87903.28175190887,High Priority,Prioritize fulfillment monitoring,0,32440
54787cae1cb90fdafe197fe2bc300cd0,TO,1.0,1.0,1.0,1415.8,35.8,0.5131061695969364,51.31061695969365,High,1415.8,72645.57149153427,High Priority,Prioritize fulfillment monitoring,0,32553
558b5f3eea27fa1b4cbc05013c45948e,PB,1.0,1.0,1.0,2438.51,39.51,0.5133537626357979,51.33537626357979,High,2438.51,125181.82837250196,High Priority,Prioritize fulfillment monitoring,0,32951
568f58b0889ba49158a99fb0e26dd95e,RS,1.0,1.0,1.0,1478.45,29.45,0.5046794831983544,50.46794831983544,High,1478.45,74614.33819346072,High Priority,Prioritize fulfillment monitoring,0,33351
586992f50ed97898737b07970376d19c,SP,1.0,1.0,1.0,3016.01,17.01,0.4962123249000496,49.62123249000496,Medium,3016.01,149658.13340217987,High Priority,Prioritize fulfillment monitoring,0,34031
58c5215132c75e7d8226faaf2fab73a2,RJ,1.0,1.0,1.0,1414.7,24.8,0.5212617262080044,52.12617262080044,High,1414.7,73742.89640664638,High Priority,Prioritize fulfillment monitoring,0,34178
593f849c29daaeee17ee32baa44795d6,PE,2.0,1.0,1.0,1218.34,78.44,0.5079179630830376,50.79179630830376,High,1218.34,61881.6771142588,High Priority,Prioritize fulfillment monitoring,0,34347
5a670c4229b1cbe58d67f3afde248f75,RJ,1.0,1.0,1.0,1424.0,25.0,0.5198147294891203,51.98147294891204,High,1424.0,74021.61747925075,High Priority,Prioritize fulfillment monitoring,0,34768
5b265b1557d0d44a32df50b4fbf98c7b,PA,1.0,1.0,1.0,1301.01,92.01,0.5110664666462129,51.106646664621294,High,1301.01,66490.25837713895,High Priority,Prioritize fulfillment monitoring,0,35036
5bd06bab48e0423fc35d1c236d48a6bb,PE,2.0,1.0,1.0,2017.08,497.08,0.5073433755958192,50.73433755958192,High,2017.08,102335.21760468149,High Priority,Prioritize fulfillment monitoring,0,35278
5be887c26e086c8cc169b70cbc9afadb,BA,1.0,1.0,1.0,1675.71,85.71,0.5227174165576637,52.27174165576637,High,1675.71,87592.28020998427,High Priority,Prioritize fulfillment monitoring,0,35314
5d4c85dc3fb9109333a5a7ef8fe717a4,PR,4.0,1.0,1.0,1916.96,180.96,0.4924975870546326,49.24975870546326,Medium,1916.96,94409.81744802484,High Priority,Prioritize fulfillment monitoring,0,35840
5dbf3bee4c547774bf74d477748dda22,MT,1.0,1.0,1.0,1247.29,47.39,0.5066018357572165,50.66018357572165,High,1247.29,63187.94037216186,High Priority,Prioritize fulfillment monitoring,0,35995
5f9e4b231676bfe9ead7e5ed49d06dfc,PB,1.0,1.0,1.0,2083.09,94.09,0.5136413691320035,51.36413691320036,High,2083.09,106996.11996251855,High Priority,Prioritize fulfillment monitoring,0,36730
607911c4ac62f9038b4ec434673e486e,DF,2.0,1.0,1.0,1916.08,118.08,0.4973893123438147,49.73893123438148,Medium,1916.08,95303.77135957367,High Priority,Prioritize fulfillment monitoring,0,37058
60b570df9018c6b6441017314a2dd081,RJ,6.0,1.0,1.0,1351.44,271.5,0.5190541357543411,51.90541357543411,High,1351.44,70147.05212238467,High Priority,Prioritize fulfillment monitoring,0,37144
60ef2f57ad0bdb9491f0d62b4147d7f6,PB,1.0,1.0,1.0,1217.78,57.78,0.5129317927725839,51.2931792772584,High,1217.78,62463.80786025974,High Priority,Prioritize fulfillment monitoring,0,37234
61016e853ed7b77d222e5a2c38d4a7bb,RS,1.0,1.0,1.0,1989.96,109.96,0.5053890595577741,50.538905955777416,High,1989.96,100570.40129575883,High Priority,Prioritize fulfillment monitoring,0,37263
61a2a23b9b85cf80af8eec1db5136db2,SP,1.0,1.0,1.0,1462.65,63.65,0.4961464300560017,49.614643005600165,Medium,1462.65,72568.85759214108,High Priority,Prioritize fulfillment monitoring,0,37518
61a4e749e6975384980e883fc5653d8b,MG,5.0,2.0,1.0,1591.25,141.75,0.4661090269172595,46.610902691725954,Medium,1591.25,74169.59890820892,High Priority,Prioritize fulfillment monitoring,0,37520
6260b8b7e35f7b2163df6a9eb133a072,RJ,1.0,1.0,1.0,2082.36,82.37,0.5232560821867998,52.32560821867997,High,2082.36,108960.75353025043,High Priority,Prioritize fulfillment monitoring,0,37841
63089c5f142cc1148a1d7799a8359e8a,RJ,1.0,1.0,1.0,2151.29,61.29,0.5216836960712185,52.168369607121846,High,2151.29,112229.29185210516,High Priority,Prioritize fulfillment monitoring,0,38119
633ab17bf4665666fdef150a01469e84,BA,1.0,1.0,1.0,2183.6,284.6,0.5230050230538693,52.30050230538693,High,2183.6,114203.3768340429,High Priority,Prioritize fulfillment monitoring,0,38187
637617b3ffe9e2f7a2411243829226d0,SC,12.0,4.0,1.0,1246.95,288.15,0.4930357016726877,49.30357016726877,Medium,1246.95,61479.08682007579,High Priority,Prioritize fulfillment monitoring,0,38273
637829c452a59980120d8015af137b78,MG,1.0,1.0,1.0,1655.6,46.61,0.498474268108506,49.8474268108506,Medium,1655.6,82527.39982804425,High Priority,Prioritize fulfillment monitoring,0,38280
65c5c8d2e87139529c41cf8307ba1f65,SP,1.0,1.0,1.0,1806.68,66.68,0.4976961792267761,49.76961792267761,Medium,1806.68,89917.77330854318,High Priority,Prioritize fulfillment monitoring,0,39165
66b9c991ee308f9342f6a7f63bb68251,BA,2.0,1.0,1.0,3358.24,58.24,0.5275002553369719,52.75002553369718,High,3358.24,177147.24574828323,High Priority,Prioritize fulfillment monitoring,0,39554
677e38d339f46ff8cd648fa4ed787ab2,RJ,2.0,1.0,1.0,1710.18,100.18,0.5325433115631013,53.25433115631013,High,1710.18,91074.49205689847,High Priority,Prioritize fulfillment monitoring,0,39874
68101694e5c5dc7330c91e1bbc36214f,MG,1.0,1.0,1.0,4175.26,75.27,0.497955579217724,49.7955579217724,Medium,4175.26,207909.40116845944,High Priority,Prioritize fulfillment monitoring,0,40105
6810c2b3b3587a83d4af69dcb68295f9,PI,3.0,1.0,1.0,1989.75,192.75,0.5151296203415169,51.51296203415169,High,1989.75,102497.91620745332,High Priority,Prioritize fulfillment monitoring,0,40107
6907ea7150759a085c8ed75a55aeb90d,RJ,1.0,1.0,1.0,2150.81,40.91,0.5199757214803951,51.99757214803951,High,2150.81,111836.89815172486,High Priority,Prioritize fulfillment monitoring,0,40447
694e3d121f16bcbb9b4595b6c6ab3baf,BA,2.0,1.0,1.0,2732.06,52.06,0.5180484974005402,51.80484974005402,High,2732.06,141533.95778081196,High Priority,Prioritize fulfillment monitoring,0,40553
697b4c68b81ce7731108f096fbc56aed,RJ,1.0,1.0,1.0,2153.35,43.35,0.5216258068437069,52.16258068437069,High,2153.35,112324.29311668962,High Priority,Prioritize fulfillment monitoring,0,40614
69840aae60642aee7093192b37961c08,SP,6.0,2.0,1.0,1972.0,172.0,0.4809681309060011,48.09681309060011,Medium,1972.0,94846.91541466341,High Priority,Prioritize fulfillment monitoring,0,40624
69b1741699a9270162ff84bea75ceb04,SP,1.0,1.0,1.0,1657.57,47.67,0.4976961792267761,49.76961792267761,Medium,1657.57,82496.62558009272,High Priority,Prioritize fulfillment monitoring,0,40705
6a4bb813a7219502638206778564481d,SP,1.0,1.0,1.0,1891.07,42.07,0.4965683999192157,49.65683999192157,Medium,1891.07,93904.56040352312,High Priority,Prioritize fulfillment monitoring,0,40933
6a6c30136e870dc8e8338fbb826ee41e,RS,1.0,1.0,1.0,1498.46,98.47,0.5049670896945601,50.49670896945601,High,1498.46,75667.29852237106,High Priority,Prioritize fulfillment monitoring,0,40969
6cb134bb285a64b0425d1fdaa00d4214,PR,1.0,1.0,1.0,2031.09,32.09,0.494663675139853,49.4663675139853,Medium,2031.09,100470.64439398039,High Priority,Prioritize fulfillment monitoring,0,41886
6ccfdcda6bd1ef7cee86cd6f6c4b8bee,RJ,1.0,1.0,1.0,2153.35,43.35,0.5220814035386616,52.20814035386616,High,2153.35,112422.3990309977,High Priority,Prioritize fulfillment monitoring,0,41920
6d0940a8f5fba47562bb14cd97dfd6da,RS,1.0,1.0,1.0,2455.12,105.12,0.5053890595577741,50.538905955777416,High,2455.12,124079.07879014824,High Priority,Prioritize fulfillment monitoring,1,42004
6d1bb6a3257e28040854d87c7984acf9,BA,2.0,1.0,1.0,1206.34,98.36,0.5179141340335317,51.79141340335317,High,1206.34,62478.053645001055,High Priority,Prioritize fulfillment monitoring,0,42038
6ddfbf514959b49b6410c01ad93054bb,AL,1.0,1.0,1.0,1359.4,314.4,0.5298070267316327,52.98070267316327,High,1359.4,72021.96721389816,High Priority,Prioritize fulfillment monitoring,0,42311
6f4822a6ea32489ed368e0ed3276a3b1,MT,1.0,1.0,1.0,1290.79,40.79,0.505474056449656,50.54740564496561,High,1290.79,65246.08573246515,High Priority,Prioritize fulfillment monitoring,0,42869
6fd59e3ae7e24c50131f6bc97c4c7776,SP,2.0,1.0,1.0,2913.48,39.48,0.4944010243709105,49.44010243709105,Medium,2913.48,144042.74964841604,High Priority,Prioritize fulfillment monitoring,0,43091
708d3d7c0c996a92a48a8cf501f6fd8b,ES,1.0,1.0,1.0,1233.65,144.65,0.5167210935774674,51.67210935774674,High,1233.65,63745.29770918427,High Priority,Prioritize fulfillment monitoring,1,43364
70d8acc0832b3dd2048b71a6fe492257,MG,1.0,1.0,1.0,1584.96,83.46,0.4973755347007113,49.737553470071134,Medium,1584.96,78832.03274792395,High Priority,Prioritize fulfillment monitoring,0,43469
70f3d00cfbc9cc2a465887a6edeb1149,BA,1.0,1.0,1.0,1343.44,63.44,0.5222954466944496,52.22954466944496,High,1343.44,70167.25949071914,High Priority,Prioritize fulfillment monitoring,0,43513
7122be37b1b21797619ed0a6cf64f043,CE,1.0,1.0,1.0,1368.11,178.11,0.5200923897937092,52.00923897937092,High,1368.11,71154.35994006714,High Priority,Prioritize fulfillment monitoring,1,43589
71dab1155600756af6de79de92e712e3,BA,11.0,2.0,1.0,1988.53,626.64,0.5064409449991595,50.64409449991595,High,1988.53,100707.30123591787,High Priority,Prioritize fulfillment monitoring,0,43868
7229fca9b269915fc63b44434d20828a,SP,1.0,1.0,1.0,2098.4,99.4,0.4979837857229817,49.798378572298176,Medium,2098.4,104496.91759611049,High Priority,Prioritize fulfillment monitoring,0,43987
725cf8e9c24e679a8a5a32cb92c9ce1e,PE,2.0,2.0,1.0,2067.42,497.42,0.4970064612670443,49.700646126704434,Medium,2067.42,102752.10981527128,High Priority,Prioritize fulfillment monitoring,0,44061
736e1922ae60d0d6a89247b851902527,ES,4.0,1.0,1.0,7274.88,114.88,0.5183399334021114,51.83399334021114,High,7274.88,377086.0814708352,High Priority,Prioritize fulfillment monitoring,0,44467
73863aca434e1d117e45109bea6f1937,RS,1.0,1.0,1.0,1841.75,171.88,0.5041582824467881,50.415828244678806,High,1841.75,92853.3516696372,High Priority,Prioritize fulfillment monitoring,0,44501
73cbd9a357e885c9034b3df9d50482bb,PE,3.0,1.0,1.0,1427.25,389.25,0.5082055695792432,50.820556957924325,High,1427.25,72533.6399181975,High Priority,Prioritize fulfillment monitoring,0,44603
73ef343c9dbf2f6d45362c9bc150f4b7,SP,1.0,1.0,1.0,2183.15,33.15,0.4976961792267761,49.76961792267761,Medium,2183.15,108654.54136789363,High Priority,Prioritize fulfillment monitoring,0,44663
74814089384762f3833de42b05c9c2c7,RS,1.0,1.0,1.0,1437.64,105.14,0.5049670896945601,50.49670896945601,High,1437.64,72596.08868284874,High Priority,Prioritize fulfillment monitoring,0,44871
74aacfe89f7715e9d6655dd55c86da46,MG,1.0,1.0,1.0,1314.99,26.27,0.497149991215495,49.7149991215495,Medium,1314.99,65374.72669484638,,Routine monitoring,0,44929
750465ac3478d2b4483153fcd61b9c13,PE,1.0,1.0,1.0,1692.59,233.59,0.512791791856942,51.27917918569421,High,1692.59,86794.62589791416,High Priority,Prioritize fulfillment monitoring,0,45055
7607b319daef63a1c1a41b1cd6f4a54c,CE,4.0,1.0,1.0,1507.56,191.56,0.5153072230240765,51.53072230240765,High,1507.56,77685.65571421768,High Priority,Prioritize fulfillment monitoring,0,45443
773f048245dc975a5f7c67c2415c88a0,BA,1.0,1.0,1.0,2092.86,63.86,0.5227174165576637,52.27174165576637,High,2092.86,109397.4372416872,High Priority,Prioritize fulfillment monitoring,1,45866
782656b57c879a8c0d6a326048331e91,RJ,1.0,1.0,1.0,1367.75,90.25,0.5202546721110488,52.02546721110488,High,1367.75,71157.8327779887,High Priority,Prioritize fulfillment monitoring,0,46210
789ef8e547844763c96f5e815b5478e3,RJ,1.0,1.0,1.0,1562.57,27.67,0.520588445360091,52.0588445360091,High,1562.57,81345.58870663174,High Priority,Prioritize fulfillment monitoring,0,46402
78cb9a560d2efd85da4adc637aab727f,RS,5.0,1.0,1.0,1315.9,87.4,0.4876644991174065,48.76644991174066,Medium,1315.9,64171.771438859534,High Priority,Prioritize fulfillment monitoring,0,46466
7928aaa2a94ef219ecd0f7d9224cfc7b,SP,1.0,1.0,1.0,1782.55,82.56,0.4965683999192157,49.65683999192157,Medium,1782.55,88515.8001275998,High Priority,Prioritize fulfillment monitoring,0,46607
794c69999774820e22c161f6dc4fef91,GO,1.0,1.0,1.0,2794.5,54.5,0.5049901395333957,50.49901395333956,High,2794.5,141119.49449260742,High Priority,Prioritize fulfillment monitoring,0,46670
79d3522a0854c853a4979ff2691abd91,BA,1.0,1.0,1.0,3048.27,48.38,0.5227174165576637,52.27174165576637,High,3048.27,159338.38193702296,High Priority,Prioritize fulfillment monitoring,0,46865
7a35387c416ab539ef45773ebacc4993,MG,4.0,1.0,1.0,1761.64,82.04,0.4944558235955815,49.44558235955815,Medium,1761.64,87105.31570789203,High Priority,Prioritize fulfillment monitoring,0,47038
7a8cc403293bdadea04f2c93aeb91a4c,AL,2.0,1.0,1.0,2269.98,110.0,0.525880009931542,52.5880009931542,High,2269.98,119373.71049444018,High Priority,Prioritize fulfillment monitoring,0,47172
7b9783133bb4a92b0c131b1b4f7657ea,PR,1.0,1.0,1.0,1312.67,72.67,0.4942417052766389,49.4241705276639,Medium,1312.67,64877.62592654857,High Priority,Prioritize fulfillment monitoring,0,47580
7bccf6f8e394c22407daecb91ff10198,DF,1.0,1.0,1.0,1220.73,70.73,0.4999202129305231,49.99202129305231,Medium,1220.73,61026.76015306775,High Priority,Prioritize fulfillment monitoring,0,47664
7cb72e0bbd081c1483fb0b200266b7d3,RJ,1.0,1.0,1.0,1391.13,31.23,0.5198147294891203,51.98147294891204,High,1391.13,72312.98646342002,High Priority,Prioritize fulfillment monitoring,1,48003
7eb6bfea5daf19a607f08fd25ea7672a,MG,1.0,1.0,1.0,2106.55,109.55,0.4987047118506522,49.87047118506523,Medium,2106.55,105054.64107489916,High Priority,Prioritize fulfillment monitoring,0,48751
7f8df73aeab603648dec28a5f6cfadc3,BA,4.0,1.0,1.0,1803.24,207.24,0.5183361038967457,51.83361038967457,High,1803.24,93468.43959907677,High Priority,Prioritize fulfillment monitoring,0,49065
7f9cfd88530c3c6d0ce6084b27ef46ff,PA,2.0,2.0,2.0,1341.26,74.06,0.4607134913217053,46.07134913217054,Medium,1341.26,61793.657737015055,High Priority,Prioritize fulfillment monitoring,0,49092
80423624a58421eb6e6d9fd07cafb406,RJ,1.0,1.0,1.0,1258.23,138.33,0.5198147294891203,51.98147294891204,High,1258.23,65404.6487085096,,Routine monitoring,0,49341
80ac215e5fbfa62e737e8d47e2287b2c,SP,1.0,1.0,1.0,2039.31,40.31,0.4976961792267761,49.76961792267761,Medium,2039.31,101495.67952589567,High Priority,Prioritize fulfillment monitoring,0,49496
80d49171762a51f500bf6b774aa24617,SP,1.0,1.0,1.0,2787.87,38.22,0.4965683999192157,49.65683999192157,Medium,2787.87,138436.8145082784,High Priority,Prioritize fulfillment monitoring,0,49555
80db40134db34fa301d8a9c17b307a00,PB,1.0,1.0,1.0,2155.35,65.35,0.5120357593289255,51.20357593289256,High,2155.35,110361.62738695998,High Priority,Prioritize fulfillment monitoring,0,49564
80dfedb6d17bf23539beeef3c768f4d7,DF,1.0,1.0,1.0,4194.76,195.76,0.5004717146361443,50.047171463614426,High,4194.76,209935.87296871125,High Priority,Prioritize fulfillment monitoring,0,49573
8171523911786efd1d91c66d69051fcd,BA,4.0,1.0,1.0,3122.72,202.72,0.5183361038967457,51.83361038967457,High,3122.72,161861.85183604455,High Priority,Prioritize fulfillment monitoring,0,49791
826c215c77d0299238e4a2d52a8f5a99,GO,1.0,1.0,1.0,1458.51,81.01,0.5056319773578015,50.56319773578015,High,1458.51,73746.92952961271,High Priority,Prioritize fulfillment monitoring,0,50127
82fae4d3818a5f80851df0cc8c94aa7e,MG,1.0,1.0,1.0,1453.3,58.3,0.4975336093545099,49.753360935451,Medium,1453.3,72306.55944749093,High Priority,Prioritize fulfillment monitoring,0,50363
83167649ca3fb63d1a7daada42232e14,SP,5.0,1.0,1.0,2566.9,74.4,0.4932127922286685,49.32127922286685,Medium,2566.9,126602.79163717692,High Priority,Prioritize fulfillment monitoring,0,50407
833aeeba583417aa644a7c311e6b5bd8,SP,1.0,1.0,1.0,2384.5,96.5,0.4965683999192157,49.65683999192157,Medium,2384.5,118406.73496073698,High Priority,Prioritize fulfillment monitoring,0,50459
836e4cb15d850d5cb77cda4c3c387665,PR,1.0,1.0,1.0,1290.32,122.32,0.4956570910804048,49.56570910804049,Medium,1290.32,63955.6257762868,High Priority,Prioritize fulfillment monitoring,1,50521
83d9d9a85946d3089b6b360120a54dcf,RJ,1.0,1.0,1.0,1439.27,48.72,0.5172296898476084,51.72296898476084,High,1439.27,74443.31757069673,High Priority,Prioritize fulfillment monitoring,0,50670
83e6338b5cf25dcf222551cb8da8d0d6,BA,1.0,1.0,1.0,2692.82,43.82,0.5337071438837913,53.37071438837913,High,2692.82,143717.7271193151,High Priority,Prioritize fulfillment monitoring,0,50687
83eec8a1bf27d833e0d2f468cf456ab1,PR,1.0,1.0,1.0,2314.82,96.82,0.4960211717161072,49.60211717161073,Medium,2314.82,114819.97287118796,High Priority,Prioritize fulfillment monitoring,0,50696
854b499ad9cdbb8d8945d8b0c0459455,MG,1.0,1.0,1.0,1522.99,172.99,0.4717152708714495,47.17152708714495,Medium,1522.99,71841.76403845088,High Priority,Prioritize fulfillment monitoring,0,51217
859baae7fe80b6ffdc2904cc16e16431,SC,1.0,1.0,1.0,1203.68,53.68,0.5104855347519308,51.04855347519308,High,1203.68,61446.122847020415,High Priority,Prioritize fulfillment monitoring,0,51338
85c467a504e5796387bb68fe2adcc256,BA,2.0,1.0,1.0,2204.04,436.24,0.5183361038967457,51.83361038967457,High,2204.04,114243.35064325834,High Priority,Prioritize fulfillment monitoring,0,51392
85eaa27aacbad988234b742f85ca7cd3,MS,1.0,1.0,1.0,2133.69,70.7,0.5142391428159511,51.42391428159511,High,2133.69,109722.69166349668,High Priority,Prioritize fulfillment monitoring,0,51446
85f8ad45e067abd694b627859fa57453,RS,1.0,1.0,1.0,1961.0,27.0,0.5051014530615686,50.51014530615687,High,1961.0,99050.39494537363,High Priority,Prioritize fulfillment monitoring,0,51471
86c4eab1571921a6a6e248ed312f5a5a,SP,1.0,1.0,1.0,4016.91,17.01,0.4970334624929527,49.70334624929528,Medium,4016.91,199653.8685822567,High Priority,Prioritize fulfillment monitoring,0,51736
877a74a0ee5c1f719f39f4f11d2fc19a,MG,2.0,1.0,1.0,2759.88,59.88,0.4936379461559659,49.36379461559659,Medium,2759.88,136238.14948369272,High Priority,Prioritize fulfillment monitoring,0,52019
